iter	Logloss
327	0.3844690159
328	0.3844224575
329	0.384369443
330	0.3843076308
331	0.3842575912
332	0.3842160762
333	0.3841655687
334	0.3840922932
335	0.3840292255
336	0.3839811639
337	0.3839002154
338	0.3838548221
339	0.3837884472
340	0.3837171759
341	0.383639738
342	0.3835756675
343	0.3835101042
344	0.3834538766
345	0.3834057649
346	0.3833475399
347	0.3832723394
348	0.3831933355
349	0.3831456879
350	0.3830823201
351	0.3830321253
352	0.3829840562
353	0.3829320417
354	0.3828514335
355	0.3828137046
356	0.382714432
357	0.3826583869
358	0.3825906029
359	0.3825505353
360	0.3824792462
361	0.3824009883
362	0.3823305578
363	0.3822934983
364	0.3822273298
365	0.3822082003
366	0.3821342845
367	0.3820832314
368	0.3820015087
369	0.3819365441
370	0.3818425162
371	0.3817457375
372	0.3816917744
373	0.3816685586
374	0.3815856344
375	0.3815201678
376	0.381451912
377	0.3813969674
378	0.3813493879
379	0.3813044597
380	0.381239355
381	0.3811817043
382	0.3811415822
383	0.3810798493
384	0.3810295288
385	0.3809688267
386	0.3809023674
387	0.3808445794
388	0.3807857843
389	0.3807264137
390	0.3806629649
391	0.3805974434
392	0.3805314514
393	0.3804960926
394	0.3804399277
395	0.3803996685
396	0.3803433435
397	0.3802511884
398	0.380175774
399	0.3801079147
400	0.3800308281
401	0.3799535932
402	0.37990221
403	0.3798187345
404	0.3797717634
405	0.379715289
406	0.3796540383
407	0.3795926302
408	0.3795485063
409	0.3795002115
410	0.3794392862
411	0.3793723406
412	0.3792783741
413	0.3792409005
414	0.3791710202
415	0.3791093398
416	0.3790674509
417	0.3790137531
418	0.3789806218
419	0.378896874
420	0.3788057455
421	0.3787436624
422	0.378677628
423	0.3786385768
424	0.3785631729
425	0.3785075141
426	0.3784384845
427	0.3783638815
428	0.3782830365
429	0.3782258526
430	0.3781577791
431	0.3780960242
432	0.3780243617
433	0.377968029
434	0.3779190814
435	0.3778236775
436	0.3777664535
437	0.3776911049
438	0.3776389441
439	0.3775941412
440	0.3775245552
441	0.3774477847
442	0.3773712356
443	0.3773210265
444	0.3772413538
445	0.377201681
446	0.3771487325
447	0.3771261152
448	0.3770703183
449	0.3770205261
450	0.3769603947
451	0.3768803491
452	0.3768182617
453	0.3767586221
454	0.3767056202
455	0.3766495884
456	0.3765625894
457	0.3765110146
458	0.3764462388
459	0.3763843099
460	0.3763476916
461	0.376284178
462	0.3761809135
463	0.3761035022
464	0.3760341129
465	0.3759756838
466	0.3759388145
467	0.3758727971
468	0.3758258611
469	0.3757739881
470	0.3757011378
471	0.3756186014
472	0.3755696464
473	0.3755138392
474	0.3754711474
475	0.3754097691
476	0.3753639566
477	0.3753247299
478	0.3752616329
479	0.3752195371
480	0.3751904461
481	0.3751136229
482	0.375057021
483	0.3750092375
484	0.3749334822
485	0.3748508463
486	0.3748130227
487	0.3747547158
488	0.3746916995
489	0.3746129983
490	0.3745675853
491	0.3745136647
492	0.3744749931
493	0.3743893209
494	0.374301992
495	0.3742469142
496	0.3741720168
497	0.3741403415
498	0.3740928219
499	0.3740485576
500	0.3739954951
501	0.3739120188
502	0.3738494922
503	0.3737697673
504	0.373709625
505	0.3736694868
506	0.3736270681
507	0.3735670065
508	0.3735392491
509	0.3734706516
510	0.3734170123
511	0.3733591773
512	0.3732800491
513	0.3732108797
514	0.3731291258
515	0.3730845496
516	0.3730323148
517	0.3729639304
518	0.3728947201
519	0.3728079325
520	0.3727526301
521	0.3726628851
522	0.3725904632
523	0.3725302229
524	0.3724933305
525	0.3724545709
526	0.3724004045
527	0.3723347258
528	0.3722912998
529	0.3722238001
530	0.3721836088
531	0.3721338981
532	0.3720790534
533	0.372000128
534	0.3719546741
535	0.3718861559
536	0.3718060539
537	0.3717566586
538	0.3716732649
539	0.3715988627
540	0.371541702
541	0.3714928512
542	0.3714499613
543	0.3713989578
544	0.3713245188
545	0.3712795095
546	0.3712294809
547	0.3711893259
548	0.371114593
549	0.3710656599
550	0.3709978455
551	0.3709299423
552	0.3708834083
553	0.3708425587
554	0.3708118102
555	0.3707625774
556	0.3706986552
557	0.370601845
558	0.3705303484
559	0.370450512
560	0.3703914313
561	0.3703439236
562	0.3703142625
563	0.3702702252
564	0.3702199968
565	0.3701693317
566	0.3701308652
567	0.3700943707
568	0.3700027313
569	0.3699428146
570	0.3699022257
571	0.3698531627
572	0.3698362616
573	0.3697691074
574	0.369740195
575	0.3696795325
576	0.3696368329
577	0.3695957118
578	0.3695524578
579	0.3694728849
580	0.3694275661
581	0.3693579574
582	0.3692994228
583	0.3692262898
584	0.3691729595
585	0.36913809
586	0.3690725771
587	0.3690119012
588	0.3689754237
589	0.3689185118
590	0.3688758409
591	0.3688063381
592	0.3687681213
593	0.3687334574
594	0.3686781244
595	0.3686195692
596	0.3685639198
597	0.3685160437
598	0.3684803643
599	0.3684247324
600	0.3683610103
601	0.3683029441
602	0.3682461644
603	0.368218189
604	0.3681765844
605	0.3681408914
606	0.3680900248
607	0.3680395093
608	0.3679993148
609	0.3679124812
610	0.3678700086
611	0.3677979181
612	0.367742606
613	0.3676950707
614	0.3676293459
615	0.3675789618
616	0.367518733
617	0.3674637542
618	0.3673889038
619	0.367344565
620	0.3672806954
621	0.3672131047
622	0.3671676467
623	0.3671086285
624	0.3670503619
625	0.3670160897
626	0.3669387304
627	0.3668773428
628	0.3668245517
629	0.3667843583
630	0.366727919
631	0.3667007834
632	0.3666516861
633	0.3665774109
634	0.3665253723
635	0.3664765011
636	0.3664208573
637	0.3663843435
638	0.3663388641
639	0.36628606
640	0.3662105
641	0.3661352401
642	0.3660951983
643	0.3660517702
644	0.3659944873
645	0.3659440807
646	0.3659092194
647	0.3658608756
648	0.3658142301
649	0.3657652326
650	0.3657180008
651	0.3656373922
652	0.3655632469
653	0.3655245887
654	0.3654571935
655	0.3654101338
656	0.365345647
657	0.3653001044
658	0.3652368592
659	0.3651773655
660	0.3651139446
661	0.3650818472
662	0.3650421079
663	0.3650009437
664	0.3649691831
665	0.3649174338
666	0.364866538
667	0.3648146001
668	0.3647691721
669	0.364711092
670	0.3646351336
671	0.3645683564
672	0.3645075982
673	0.3644579579
674	0.3643925445
675	0.364334556
676	0.3642439187
677	0.3642000213
678	0.3641547192
679	0.3640956462
680	0.3640330475
681	0.3639648156
682	0.3639204224
683	0.3638662911
684	0.3638348348
685	0.3637663334
686	0.3637280589
687	0.3636836617
688	0.3636338549
689	0.3635841005
690	0.3635421682
691	0.3634934872
692	0.3634335884
693	0.3633953372
694	0.363353002
695	0.3633222505
696	0.3632490312
697	0.363217922
698	0.3631526549
699	0.3631085816
700	0.3630381035
701	0.3630193699
702	0.3629788339
703	0.3629375233
704	0.3629015359
705	0.3628591743
706	0.3627935199
707	0.3627529796
708	0.3627140966
709	0.3626927396
710	0.362616558
711	0.3625870449
712	0.3625187084
713	0.362466328
714	0.3624045371
715	0.362343127
716	0.3622940649
717	0.3622528025
718	0.3622148745
719	0.3621526224
720	0.3621082655
721	0.3620523213
722	0.362004631
723	0.3619393561
724	0.3618903619
725	0.361829876
726	0.3617800699
727	0.3617463632
728	0.3616599661
729	0.3615912963
730	0.3615498219
731	0.3615087795
732	0.3614625332
733	0.3614238234
734	0.3613813775
735	0.3613451753
736	0.3612702894
737	0.3612388464
738	0.361156862
739	0.361083878
740	0.3610447832
741	0.360984258
742	0.3609338668
743	0.3608782617
744	0.3608539475
745	0.3608260316
746	0.3607658048
747	0.3607085715
748	0.3606829858
749	0.3606056892
750	0.3605628841
751	0.3604578797
752	0.3604049516
753	0.360358422
754	0.3602996816
755	0.3602478832
756	0.3601769749
757	0.360122009
758	0.3600859279
759	0.3600458365
760	0.3600009855
761	0.3599555284
762	0.3599069802
763	0.3598433875
764	0.3598108816
765	0.3597799438
766	0.3597201916
767	0.3596810782
768	0.3596135436
769	0.3595472926
770	0.3594922533
771	0.3594433371
772	0.3593927184
773	0.3593468121
774	0.3593225972
775	0.3592434656
776	0.3591827454
777	0.3591006066
778	0.3590433963
779	0.3589440675
780	0.3588832556
781	0.3588277427
782	0.3587552873
783	0.35870323
784	0.3586605853
785	0.3586233243
786	0.3585928956
787	0.3585436767
788	0.3585004377
789	0.3584627404
790	0.3584309008
791	0.3583869891
792	0.3583518468
793	0.3582994908
794	0.3582302059
795	0.3581785359
796	0.3581376578
797	0.3581156029
798	0.3580481957
799	0.3579889866
800	0.3579718719
801	0.3579057027
802	0.357867563
803	0.3578318838
804	0.3577583017
805	0.3577062813
806	0.3576729395
807	0.3576406416
808	0.3575815798
809	0.3575224913
810	0.3574867641
811	0.3574444136
812	0.3574185521
813	0.3573826965
814	0.3572999066
815	0.3572430667
816	0.3571996544
817	0.3571375218
818	0.3570891302
819	0.3570404677
820	0.3569953255
821	0.3569445402
822	0.3569073062
823	0.3568609062
824	0.3568166999
825	0.3567525362
826	0.3567074205
827	0.3566743619
828	0.3566076594
829	0.3565596376
830	0.3565037351
831	0.3564730721
832	0.3564070995
833	0.3563547534
834	0.3563115625
835	0.35624202
836	0.3561993501
837	0.3561504039
838	0.3561104228
839	0.3560805273
840	0.3560332631
841	0.3559998921
842	0.3559326007
843	0.3558738238
844	0.3558257697
845	0.3557639311
846	0.3557327115
847	0.3556972183
848	0.3556438812
849	0.3556006538
850	0.3555316721
851	0.3554703051
852	0.3554379419
853	0.3553968643
854	0.3553659936
855	0.3553147257
856	0.3552829694
857	0.3552407518
858	0.3551740941
859	0.3551167512
860	0.3550516587
861	0.3549948194
862	0.354959386
863	0.35493403
864	0.3548804621
865	0.3548361019
866	0.3547994354
867	0.3547489814
868	0.3547234176
869	0.3546748148
870	0.3546314451
871	0.3545768451
872	0.3545154161
873	0.3544734229
874	0.3544449067
875	0.3543898028
876	0.3543285411
877	0.3543141045
878	0.3542800303
879	0.3542482931
880	0.3542149824
881	0.3541570988
882	0.354092885
883	0.354050335
884	0.3540130422
885	0.3539460053
886	0.35385845
887	0.353791416
888	0.353735851
889	0.3536769458
890	0.353626844
891	0.3536059658
892	0.3535616389
893	0.3535295165
894	0.3534940709
895	0.3534424901
896	0.3534252564
897	0.3533970221
898	0.3533564572
899	0.3533123483
900	0.3532375299
901	0.3531727334
902	0.3531237023
903	0.353063911
904	0.3530160269
905	0.3529510671
906	0.3529169452
907	0.3528613391
908	0.3528422752
909	0.35280274
910	0.3527859781
911	0.3527569788
912	0.3527173186
913	0.3526679547
914	0.3526216737
915	0.3525518461
916	0.3524816856
917	0.3524197997
918	0.3523522281
919	0.3523063387
920	0.3522411166
921	0.352182548
922	0.3521074203
923	0.3520464705
924	0.3520045178
925	0.3519483366
926	0.3519237135
927	0.3518922222
928	0.3518310917
929	0.3517763824
930	0.3516965083
931	0.3516539813
932	0.351604582
933	0.3515670015
934	0.3515282496
935	0.3514647464
936	0.351414126
937	0.3513615605
938	0.3513203497
939	0.3513041143
940	0.3512326836
941	0.3511942305
942	0.3511482086
943	0.351089476
944	0.3510570212
945	0.3509843733
946	0.3509284786
947	0.3508579306
948	0.3507882133
949	0.3507575091
950	0.3506950403
951	0.3506384871
952	0.3506127067
953	0.3505415278
954	0.3504988547
955	0.3504573059
956	0.3504201236
957	0.3503680902
958	0.3503040094
959	0.3502482574
960	0.3501929776
961	0.3501528749
962	0.3501053205
963	0.3500463519
964	0.3500148649
965	0.3500057167
966	0.3499571498
967	0.3499444281
968	0.3498946955
969	0.3498551013
970	0.3498132109
971	0.3497622717
972	0.3497146587
973	0.3496704306
974	0.3496180738
975	0.3495683173
976	0.3495586818
977	0.3495227848
978	0.3494713163
979	0.3494319938
980	0.349369644
981	0.3493287162
982	0.3492887906
983	0.349257197
984	0.3492172976
985	0.3491752119
986	0.3491400537
987	0.3490923951
988	0.3490625622
989	0.3490200248
990	0.3489576093
991	0.3489074051
992	0.3488708169
993	0.3488301189
994	0.3487664261
995	0.3487268182
996	0.3486775301
997	0.3486431413
998	0.3486216608
999	0.348579232
